0.45,0.47,1
0.89,-0.34,-1
0.09,0.35,1
-0.23,-0.88,-1
-0.39,0.98,1
0.83,0.42,-1
0.59,1,1
-0.44,0.98,1
0.25,0.79,1
-0.66,-0.99,-1
-0.69,0.47,-1
0.26,-0.57,-1
0.61,-0.2,-1
0.42,1,1
0.55,-0.63,-1
-0.64,-0.78,-1
0,-0.49,-1
0.51,-0.97,-1
0.83,0.84,1
-0.49,0.75,1
0.35,0.67,1
-0.22,0.14,1
0.56,-0.96,-1
-0.32,0.86,1
-0.68,-0.88,-1
-0.13,-0.62,-1
0.86,0.46,-1
0.68,0.05,-1
0.41,0.12,-1
0.19,0.94,1
0.97,0.05,-1
-0.98,0.13,-1
-0.98,0.2,-1
-0.15,-0.89,-1
0.84,0.66,1
0.19,0.57,1
0.42,-0.33,-1
-0.95,-0.71,-1
0.28,0.75,1
0.62,-0.5,-1
-0.61,0.26,-1
-0.91,-0.96,-1
-0.24,0.89,1
0.45,1,1
-0.37,-0.65,-1
-0.72,-0.88,-1
0.97,-0.76,-1
-0.87,0.23,-1
0.72,-0.23,-1
0.05,-0.32,-1
0.72,-0.95,-1
0.43,-0.41,-1
-0.57,1,1
0.34,-0.26,-1
0.98,0.62,-1
0.82,0.82,1
-0.27,0.3,1
-0.33,0.66,1
-0.07,-0.76,-1
0.54,-0.5,-1
-0.42,0.5,1
0.23,0.35,1
0.66,0.52,1
0.48,0.75,1
0.6,0.72,1
-0.16,0.79,1
-0.79,0.58,-1
0.96,-0.88,-1
0.91,0.67,-1
-0.52,0.65,1
-0.03,-0.87,-1
-0.58,0.43,1
0.31,-0.64,-1
-0.76,-0.55,-1
0.42,-0.82,-1
-0.86,-1,-1
-0.51,0.53,1
0.21,0.24,1
-0.68,-0.16,-1
0.69,-0.11,-1
-0.63,-0.6,-1
0.6,-0.35,-1
0.44,-0.86,-1
-0.9,-0.27,-1
-0.85,-0.04,-1
0.43,0.04,-1
0.77,-0.93,-1
-0.16,0.63,1
0.07,0.02,-1
-0.5,0.17,-1
-0.03,-0.98,-1
-0.8,-0.29,-1
0.06,-0.07,-1
0.07,0.47,1
-0.79,-0.76,-1
-0.72,0.24,-1
-0.9,0.05,-1
-0.17,-0.16,-1
0.39,0.02,-1
-0.22,-0.75,-1
-0.87,0.82,1
0.61,0.14,-1
-0.15,0.85,1
-0.61,0.47,-1
-0.3,-0.9,-1
0.49,-0.26,-1
-0.39,-0.08,-1
0.71,0.52,1
-0.59,-0.3,-1
0.34,0.94,1
-0.54,0.11,-1
-0.02,-0.74,-1
-0.79,-0.62,-1
-0.85,-0.65,-1
-0.55,0.78,1
-0.61,-0.25,-1
-0.77,-0.1,-1
-0.43,0.15,1
0.47,-0.26,-1
-0.51,0.83,1
0.13,-0.33,-1
-0.51,0.23,-1
-0.88,0.14,-1
0.93,0.27,-1
-0.78,-0.32,-1
0.63,0.22,-1
0.56,0.15,-1
-0.68,-0.36,-1
1,0.73,-1
-0.85,0.73,1
-0.19,-0.48,-1
-0.87,0.36,-1
0,0.2,1
-0.36,-0.56,-1
-0.04,0.14,1
-0.1,0.95,1
-0.29,0.99,1
-0.64,-0.58,-1
-0.44,-0.19,-1
0.48,0.11,-1
-0.91,0.37,-1
0.61,0.59,1
-0.8,-0.58,-1
-0.72,0.04,-1
0.32,-0.53,-1
0.08,0.62,1
0.31,-0.26,-1
-0.42,-0.93,-1
0.73,-0.5,-1
-0.35,-0.96,-1
0.87,0.39,-1
-0.09,0.27,1
0.72,-0.46,-1
-0.07,0.29,1
-0.44,0.91,1
0.33,0.94,1
0.32,-0.59,-1
-0.34,-0.8,-1
-0.25,-0.42,-1
-0.51,0.03,-1
-0.11,0.72,1
0.98,-0.55,-1
-0.33,-0.13,-1
-0.76,-0.32,-1
0.95,-0.03,-1
0.64,-0.28,-1
-0.48,-0.93,-1
0.76,0.75,1
0.81,-0.07,-1
-0.01,-0.53,-1
0.27,0.9,1
0.03,-0.2,-1
-0.22,-0.3,-1
0.24,0.03,-1
0.53,0.51,1
-0.65,0.8,1
0.14,0.97,1
0.91,0.88,-1
0.17,0.54,1
-0.63,0.53,1
0.44,0.76,1
-0.5,-0.93,-1
-0.01,0.17,1
-0.56,-0.08,-1
0.39,0.95,1
0,0.27,1
0.02,0.15,1
0.22,0.08,1
-0.47,0.34,1
-0.19,-0.5,-1
-0.59,-0.47,-1
-0.87,-0.34,-1
0.68,-0.02,-1
0.93,0.01,-1
0.81,0.69,1
0.74,-0.59,-1
-0.95,-0.5,-1
-0.81,-0.12,-1
0.53,-0.79,-1
-0.77,0.19,-1
-0.24,0.18,1
0.83,-0.13,-1
0.26,-0.25,-1
-0.72,-0.25,-1
0.24,-0.68,-1
0.31,-0.35,-1
-0.16,0.3,1
0.04,-0.11,-1
-0.67,-0.49,-1
0.18,-0.19,-1
0.47,-0.16,-1
-0.26,-0.84,-1
-0.95,0.59,-1
-0.03,-0.61,-1
-0.16,0.75,1
-0.08,-0.58,-1
-0.8,0.55,-1
-0.95,0.6,-1
-0.97,-0.17,-1
-0.09,-0.5,-1
-0.34,-0.48,-1
-0.26,-0.27,-1
0.77,-0.62,-1
0.39,0.9,1
0.68,0.23,-1
-0.81,0.14,-1
0.24,0.05,-1
0.48,0.31,1
0.06,0.59,1
-0.16,-0.04,-1
-0.25,-0.78,-1
0.48,-0.8,-1
1,-0.88,-1
0.64,0.61,1
0.33,-0.76,-1
0.27,-0.76,-1
-0.62,-0.13,-1
0.99,-0.25,-1
-0.27,-0.18,-1
-0.39,-0.32,-1
-0.84,0.49,-1
0.89,0.14,-1
-0.8,-0.07,-1
0.81,0.09,-1
-0.48,-0.69,-1
0.17,0.84,1
0.19,0.91,1
0.67,0.22,-1
-0.05,-0.41,-1
0.45,-0.27,-1
-0.66,0.83,1
0.09,0.31,1
-0.98,-0.42,-1
-0.9,0.4,-1
-0.28,0.15,1
-0.49,0.22,-1
0.53,0.56,1
0.92,0.8,-1
-0.93,-0.14,-1
0.58,-0.76,-1
-0.68,-0.98,-1
0.36,0.62,1
-0.38,0.29,1
-0.72,0.55,-1
0.26,0.18,1
0.04,0.05,1
-0.73,-0.82,-1
0.01,0.2,1
-0.42,-0.18,-1
0.92,-0.49,-1
0.87,0.82,1
-0.29,0.51,1
0.81,0.29,-1
0.76,0.96,1
0.06,0.51,1
-0.13,-0.79,-1
0.33,0.02,-1
-0.65,0.62,1
0.06,0.73,1
0.41,0.44,1
-0.3,-0.9,-1
-0.73,-0.77,-1
-0.19,0.23,1
0.23,0.3,1
0.87,0.77,1
-0.05,-0.33,-1
-0.23,0.73,1
0.71,-0.63,-1
-0.52,0.99,1
-0.51,0.91,1
0.35,0.65,1
-0.17,-0.27,-1
-0.8,-0.91,-1
-0.31,0.11,1
0.52,-0.96,-1
-0.61,0.12,-1
-0.74,0.15,-1
-0.57,-0.69,-1
-0.2,-0.43,-1
-0.59,-0.01,-1
-0.27,0.58,1
0.68,-0.02,-1
0.51,-0.96,-1
-0.95,-0.11,-1
0.72,-0.25,-1
-0.15,-0.87,-1
0.8,0.01,-1
-0.91,-0.02,-1
0.06,0.94,1
-0.05,-0.77,-1
-0.32,0.31,1
0.65,-0.81,-1
0.57,-0.92,-1
0.33,0.15,1
0.71,-0.05,-1
-0.95,-0.14,-1
0.44,0.7,1
-0.83,-0.45,-1
-0.21,0.58,1
-0.7,-0.33,-1
0.85,0.63,-1
0.22,0.53,1
-0.92,0.89,1
0.93,-0.63,-1
0.14,-0.87,-1
-0.61,-0.49,-1
0.4,0.54,1
0.38,0.51,1
0.51,0.79,1
-0.52,0.23,-1
0.31,-0.54,-1
0.7,-0.07,-1
0.77,0.78,1
-0.36,0.88,1
-0.55,-0.38,-1
0.92,0.5,-1
-0.07,-0.88,-1
-0.94,-0.81,-1
-0.09,0.59,1
-0.76,-0.17,-1
-0.95,0.53,-1
-0.81,-0.12,-1
-0.46,-0.56,-1
0.4,-0.44,-1
-0.3,0.59,1
0.58,0.87,1
-0.79,-0.48,-1
-0.54,-0.67,-1
-0.66,-0.65,-1
-0.62,0.89,1
0.31,0.19,1
0.78,0.03,-1
-0.64,0.27,-1
-0.15,0.81,1
0.53,-0.84,-1
-0.42,0.82,1
-0.95,-0.95,-1
-0.72,-0.23,-1
0.77,-0.17,-1
0.02,-0.39,-1
0.43,0.85,1
-0.91,-0.48,-1
0.89,0.15,-1
-0.06,-0.27,-1
0.34,0.02,-1
0.39,-0.84,-1
0.21,0.77,1
-0.69,0.27,-1
0.58,0.82,1
-0.07,-0.63,-1
-0.93,0.16,-1
-0.62,0.22,-1
0.92,0.8,-1
1,0.15,-1
